accountantId,cancelDate,ignoreField,signDate,signedOrganizationsCount
BD49A435,,,2019-06-19T00:00:00,40.0
BD746A38,,,2019-08-21T00:00:00,100.0
BDBA2EDF,,,2019-05-21T00:00:00,180.0
BDBC553C,,,2019-04-16T00:00:00,50.0
BDCE5E6A,19/07/2019,,2019-03-21T00:00:00,50.0
BDCEE5EF,,,2019-09-03T00:00:00,70.0
BDE97876,,,2019-08-21T00:00:00,40.0
BDEAB689,,,2019-01-14T00:00:00,100.0
BEAA77D3,,,2019-07-02T00:00:00,90.0
BEAD964C,21/08/2019,,2019-06-21T00:00:00,45.0
BF229A5A,21/08/2019,,2018-12-20T00:00:00,250.0
BF8345DC,,,2019-06-26T00:00:00,25.0
BF9C7FC3,,,2019-01-14T00:00:00,170.0
BFA6235A,,,2019-08-21T00:00:00,150.0
BFC84A5C,,,2019-06-18T00:00:00,50.0
C222F72C,,,2018-12-18T00:00:00,200.0
C22CAC72,,,2019-08-15T00:00:00,30.0
C22F2AC8,,,2019-08-01T00:00:00,20.0
C23ADB2A,,,2019-08-19T00:00:00,160.0
C23C8FA6,27/08/2019,,2019-05-21T00:00:00,120.0
C23C947B,,,2019-08-19T00:00:00,100.0
C249D9E5,,,2019-08-21T00:00:00,56.0
C24F424B,16/05/2019,,2018-12-19T00:00:00,100.0
C29873E5,,,2019-08-30T00:00:00,50.0
C2A53C3E,,,2019-04-18T00:00:00,100.0
C2A5E33A,21/07/2019,,2019-06-07T00:00:00,85.0
C2AB284F,,,2019-05-31T00:00:00,550.0
C2BCAA77,21/05/2019,,2019-01-18T00:00:00,40.0
C2C2D725,,,2019-04-17T00:00:00,100.0
C2CC75B7,,,2019-08-21T00:00:00,45.0
C2D255A3,22/04/2019,,2019-02-21T00:00:00,60.0
C2D8CFFC,,,2018-12-06T00:00:00,70.0
C3252468,,,2019-08-20T00:00:00,120.0
C339CBF7,,,2019-03-15T00:00:00,70.0
C37AFAC2,,,2019-07-05T00:00:00,70.0
C38E8A76,,,2019-01-14T00:00:00,150.0
C38FEBA5,,,2019-08-12T00:00:00,20.0
C3B7AEDA,,,2019-08-05T00:00:00,380.0
C3BD35CD,,,2019-02-04T00:00:00,200.0
C3CC87D7,,,2019-06-17T00:00:00,50.0
C3D6EDCA,13/08/2019,,2019-05-07T00:00:00,70.0
C3EC8254,,,2019-02-11T00:00:00,80.0
C3FD8A96,,,2019-04-18T00:00:00,50.0
C423A483,,,2019-08-21T00:00:00,25.0
C456AAB4,,,2019-04-18T00:00:00,60.0
C45C795F,,,2019-03-21T00:00:00,40.0
C488F5C6,,,2018-12-07T00:00:00,60.0
C4BEF3EB,21/06/2019,,2019-05-21T00:00:00,100.0
C4C69C2F,20/05/2019,,2018-12-14T00:00:00,180.0
C4F3ECDC,,,2019-03-15T00:00:00,50.0
C5723E82,,,2019-02-21T00:00:00,60.0
C58EC7A9,19/07/2019,,2019-06-19T00:00:00,250.0
C5A62274,,,2019-08-21T00:00:00,130.0
C5C3ADEB,,,2018-12-07T00:00:00,50.0
C5DD52A7,,,2019-01-21T00:00:00,70.0
C5FCA74F,,,2019-05-28T00:00:00,250.0
C5FCFC5F,,,2019-07-21T00:00:00,50.0
C64952CF,21/06/2019,,2019-01-08T00:00:00,300.0
C658DAF4,,,2018-12-12T00:00:00,80.0
C68C5C5A,,,2019-06-19T00:00:00,80.0
C6927A75,,,2019-08-20T00:00:00,30.0
C6A477CB,,,2019-06-11T00:00:00,50.0
C6A89A8C,19/07/2019,,2019-03-19T00:00:00,90.0
C6CFD3C7,,,2019-08-21T00:00:00,40.0
C6EA2A63,,,2019-01-31T00:00:00,80.0
C6F4A5AB,,,2019-03-21T00:00:00,110.0
C72AF69B,21/08/2019,,2019-04-05T00:00:00,60.0
C754FA54,,,2019-08-21T00:00:00,60.0
C795C97A,,,2019-07-01T00:00:00,100.0
C7A754A5,20/05/2019,,2018-12-07T00:00:00,30.0
C7C226FF,,,2019-02-11T00:00:00,90.0
C84AAF92,,,2019-06-17T00:00:00,30.0
C8884A7A,,,2019-07-24T00:00:00,90.0
C892529C,,,2019-01-21T00:00:00,70.0
C8A48B7B,,,2019-06-17T00:00:00,50.0
C8A9AAC8,19/07/2019,,2019-03-18T00:00:00,70.0
C8AC4C79,28/06/2019,,2018-12-18T00:00:00,50.0
C8BFAC52,,,2019-08-19T00:00:00,80.0
C8CA2BDA,30/05/2019,,2019-05-21T00:00:00,60.0
C8D7ADF3,,,2019-08-21T00:00:00,200.0
C93FFFB5,,,2019-08-27T00:00:00,120.0
C95D499E,,,2019-02-26T00:00:00,50.0
C9794485,,,2019-06-19T00:00:00,100.0
C99E2FB4,,,2019-08-15T00:00:00,150.0
C9A4D238,,,2019-01-14T00:00:00,160.0
CA3236ED,,,2019-06-18T00:00:00,200.0
CA3F7978,,,2019-08-29T00:00:00,50.0
CA4C4D4E,05/08/2019,,2019-06-14T00:00:00,150.0
CA575388,21/08/2019,,2019-04-18T00:00:00,70.0
CA5A7495,,,2019-08-12T00:00:00,150.0
CA5D6AC6,,,2019-08-01T00:00:00,150.0
CA6C5C2A,,,2019-08-16T00:00:00,30.0
CA75FCC6,,,2019-08-21T00:00:00,90.0
CA79AEE3,,,2019-08-21T00:00:00,170.0
CA82F3C3,,,2019-08-14T00:00:00,
CA9B5AA4,,,2019-08-15T00:00:00,100.0
CAC323A6,07/05/2019,,2018-12-06T00:00:00,250.0
CACC434B,,,2019-08-21T00:00:00,100.0
CADA75CE,,,2019-08-12T00:00:00,100.0
CADE2756,,,2019-02-04T00:00:00,150.0
CAE934E5,,,2019-08-16T00:00:00,30.0
CAF43937,,,2019-08-13T00:00:00,150.0
CAF5D9C9,,,2019-07-12T00:00:00,40.0
CAF9BCEE,,,2019-08-21T00:00:00,50.0
CB275BCD,,,2019-08-20T00:00:00,25.0
CB44765B,,,2019-08-21T00:00:00,50.0
CB5CF7F3,,,2019-07-09T00:00:00,160.0
CB5E445C,,,2019-08-01T00:00:00,80.0
CBA88EF2,,,2019-03-18T00:00:00,90.0
CBC6FDC5,,,2019-08-07T00:00:00,40.0
CC24EFB6,,,2019-08-21T00:00:00,100.0
CC387D28,19/07/2019,,2019-04-17T00:00:00,50.0
CC528C5A,,,2019-07-19T00:00:00,30.0
CC56AE67,21/08/2019,,2019-05-14T00:00:00,90.0
CC67E6A6,,,2019-06-21T00:00:00,20.0
CC6A5DA3,,,2019-07-25T00:00:00,60.0
CC6AACD6,,,2019-08-20T00:00:00,300.0
CC6C4743,30/01/2019,,2018-12-07T00:00:00,50.0
CC72AC36,17/07/2019,,2018-12-13T00:00:00,190.0
CC9D8FAE,,,2019-08-21T00:00:00,600.0
CCA4A4FF,,,2019-08-21T00:00:00,200.0
CCA878EC,,,2019-02-28T00:00:00,50.0
CCA9C6BC,,,2019-09-02T00:00:00,50.0
CCACFFF8,,,2019-07-12T00:00:00,100.0
CCC8554C,11/06/2019,,2018-12-10T00:00:00,90.0
CCC97757,,,2018-12-18T00:00:00,40.0
CCCF3EA6,,,2019-07-18T00:00:00,40.0
CD3A247C,13/08/2019,,2019-03-20T00:00:00,80.0
CD46B35C,,,2019-04-29T00:00:00,70.0
CD4E4459,15/02/2019,,2018-12-20T00:00:00,200.0
CD57CF5A,,,2019-08-12T00:00:00,30.0
CD8427C2,,,2019-06-18T00:00:00,300.0
CD943ACE,,,2019-08-13T00:00:00,40.0
CD9F3DEF,,,2019-07-08T00:00:00,100.0
CDBC3A52,,,2019-08-19T00:00:00,60.0
CDC8856C,,,2019-07-17T00:00:00,100.0
CDC8AA58,,,2019-07-01T00:00:00,240.0
CDD659E3,,,2019-07-16T00:00:00,50.0
CDDA7AA6,,,2019-08-07T00:00:00,150.0
CDE57C32,,,2019-08-21T00:00:00,45.0
CDF23FC7,,,2019-08-12T00:00:00,100.0
CE3E6437,,,2019-02-12T00:00:00,140.0
CE4B768A,,,2019-01-16T00:00:00,130.0
CE6F558C,02/07/2019,,2019-02-21T00:00:00,80.0
CECF6C3A,,,2019-05-21T00:00:00,60.0
CED2DEDF,,,2019-09-02T00:00:00,100.0
CEE42782,07/06/2019,,2019-02-18T00:00:00,100.0
CEFCA85C,19/07/2019,,2019-01-24T00:00:00,60.0
CF34E3C2,,,2018-12-17T00:00:00,70.0
CF5CDC33,,,2019-08-01T00:00:00,50.0
CFB3CAAC,,,2019-08-20T00:00:00,50.0
CFC4BACB,,,2018-12-19T00:00:00,100.0
D24367DE,,,2019-08-21T00:00:00,40.0
D26ACAA7,,,2019-04-02T00:00:00,40.0
D26CBFAF,19/07/2019,,2019-03-20T00:00:00,70.0
D2AA8CA4,,,2019-04-08T00:00:00,70.0
D2CC8B5A,,,2019-07-31T00:00:00,70.0
D3399A6C,,,2019-08-07T00:00:00,60.0
D33AAADC,,,2019-08-15T00:00:00,90.0
D3AAED36,,,2019-04-08T00:00:00,150.0
D3ABA848,,,2019-09-03T00:00:00,70.0
D3CEB8C5,,,2019-07-18T00:00:00,30.0
D3DE4E92,21/06/2019,,2018-12-18T00:00:00,300.0
D3ECD5F9,27/08/2019,,2019-02-13T00:00:00,100.0
D4B7A3A2,,,2019-08-12T00:00:00,15.0
D54AC7A7,,,2018-12-20T00:00:00,30.0
D554C26C,,,2019-01-16T00:00:00,100.0
D55963F4,,,2019-03-20T00:00:00,60.0
D5799F3B,21/06/2019,,2019-01-14T00:00:00,40.0
D5C7832D,17/07/2019,,2019-01-14T00:00:00,60.0
D6A2F9CB,,,2019-07-30T00:00:00,400.0
D6C6C4AC,,,2019-05-21T00:00:00,60.0
D6E48F99,,,2019-05-07T00:00:00,70.0
D73CA2C6,,,2019-01-14T00:00:00,90.0
D76396D2,,,2019-08-16T00:00:00,50.0
D7CCAC3F,,,2019-05-17T00:00:00,100.0
D82436BA,,,2019-01-16T00:00:00,100.0
D832669C,,,2019-06-27T00:00:00,50.0
D8DCCCB2,,,2018-12-17T00:00:00,45.0
D8E248FF,,,2019-08-21T00:00:00,80.0
D8EA66F5,,,2019-07-05T00:00:00,320.0
D9663F86,17/07/2019,,2019-02-06T00:00:00,325.0
D9C63A2A,,,2019-06-12T00:00:00,260.0
D9EC88AE,,,2019-08-01T00:00:00,400.0
D9ECA582,,,2019-07-19T00:00:00,170.0
DA2DA97C,,,2019-08-21T00:00:00,110.0
DA5BE987,18/02/2019,,2018-12-07T00:00:00,30.0
DA8E9642,,,2019-07-12T00:00:00,20.0
DAA23BC5,,,2019-05-03T00:00:00,80.0
DAAFB93C,,,2019-07-17T00:00:00,30.0
DAEA3AC3,,,2019-02-27T00:00:00,60.0
DAFE4ACF,,,2019-07-09T00:00:00,10.0
DBD64BEB,17/07/2019,,2019-02-06T00:00:00,50.0
DC2C47CC,,,2019-08-21T00:00:00,120.0
DC5CA6FC,,,2019-05-21T00:00:00,100.0
DC5E63FC,21/08/2019,,2019-05-21T00:00:00,80.0
DC795DEC,,,2019-08-21T00:00:00,125.0
DCA2933C,,,2019-07-15T00:00:00,400.0
DCDC5D5E,21/06/2019,,2018-12-10T00:00:00,110.0
DCE35B2D,,,2019-09-02T00:00:00,60.0
DCFACCC7,,,2019-08-30T00:00:00,150.0
DCFE932F,,,2019-08-16T00:00:00,35.0
DD6DA49C,,,2019-07-19T00:00:00,200.0
DDA2EE34,,,2019-08-21T00:00:00,50.0
DDCB7BC4,,,2019-06-04T00:00:00,70.0
DDCFCF44,,,2018-12-20T00:00:00,100.0
DDEAC7CE,05/08/2019,,2018-12-20T00:00:00,260.0
DDFA9FC8,,,2019-08-20T00:00:00,100.0
DDFBC78D,21/08/2019,,2019-04-17T00:00:00,120.0
DEF3F7A8,,,2019-05-21T00:00:00,110.0
DFEF57EA,,,2019-08-21T00:00:00,60.0
E2686A2A,,,2019-01-18T00:00:00,120.0
E27BAEB8,,,2019-02-08T00:00:00,130.0
E29C3AEC,,,2019-04-16T00:00:00,60.0
E2CA43C5,,,2019-08-21T00:00:00,80.0
E3AAD5AA,04/06/2019,,2019-02-11T00:00:00,230.0
E3AC65CA,,,2019-04-24T00:00:00,100.0
E3FD454C,,,2019-03-21T00:00:00,100.0
E46D4DDA,,,2019-08-21T00:00:00,60.0
E47D2A4B,,,2019-09-02T00:00:00,110.0
E47F3F52,,,2019-07-26T00:00:00,70.0
E499A9CA,14/06/2019,,2019-05-03T00:00:00,70.0
E4ABC389,,,2019-08-01T00:00:00,20.0
E4CCA47D,,,2018-12-05T00:00:00,110.0
E4CF7C25,,,2019-08-20T00:00:00,120.0
E4F7B8CF,,,2019-05-31T00:00:00,50.0
E5CCFD3C,,,2019-02-26T00:00:00,100.0
E5DBAAA4,22/08/2019,,2019-02-12T00:00:00,140.0
E5E3C777,,,2019-08-21T00:00:00,50.0
E5EBCEAF,24/07/2019,,2018-12-17T00:00:00,40.0
E5FD5E28,,,2019-03-07T00:00:00,90.0
E6677FEB,,,2019-07-31T00:00:00,130.0
E68AA2FA,21/08/2019,,2019-03-29T00:00:00,90.0
E6CEDAEB,,,2019-08-19T00:00:00,450.0
E77C4C69,,,2019-08-21T00:00:00,30.0
E7CDADED,,,2019-02-05T00:00:00,30.0
E86563CB,,,2019-08-01T00:00:00,50.0
E8A22723,,,2019-03-18T00:00:00,70.0
E935FE48,,,2019-05-21T00:00:00,200.0
E9AF5B84,,,2019-08-20T00:00:00,150.0
E9BBBCCC,,,2019-07-19T00:00:00,85.0
E9CC7C2D,,,2018-12-19T00:00:00,100.0
E9DDC884,19/07/2019,,2019-04-15T00:00:00,100.0
EA29F995,,,2019-05-13T00:00:00,50.0
EA3AAAD7,,,2019-07-19T00:00:00,115.0
EA66978B,,,2019-08-16T00:00:00,63.0
EA6BEBE6,,,2018-12-10T00:00:00,100.0
EAA39FA9,20/08/2019,,2019-01-21T00:00:00,100.0
EAAA282B,,,2019-01-18T00:00:00,50.0
EAC2F3EE,17/07/2019,,2019-01-18T00:00:00,20.0
EAC844C5,,,2019-03-15T00:00:00,70.0
EADAEA9D,,,2019-08-20T00:00:00,40.0
EB23F95B,,,2019-03-19T00:00:00,70.0
EB253B73,02/09/2019,,2019-06-21T00:00:00,110.0
EB7ABF39,,,2018-12-07T00:00:00,80.0
EC787ED9,,,2019-02-18T00:00:00,280.0
EC973AAA,19/06/2019,,2019-02-20T00:00:00,80.0
EC9CFAA9,,,2019-06-18T00:00:00,60.0
ECA33FE6,,,2019-04-18T00:00:00,200.0
ECA954E3,19/07/2019,,2019-06-17T00:00:00,30.0
ECF32443,,,2019-07-31T00:00:00,150.0
ECF9BA34,,,2019-08-30T00:00:00,25.0
ED2A6C35,,,2018-12-20T00:00:00,90.0
EE432A38,,,2019-07-19T00:00:00,220.0
EE8968C7,,,2018-12-04T00:00:00,40.0
EEDAC5CE,,,2019-08-21T00:00:00,120.0
EEECF3AD,,,2019-07-12T00:00:00,82.0
EFAF2B65,,,2019-07-17T00:00:00,70.0
F2ACAC9C,,,2019-08-19T00:00:00,100.0
F2C7C38C,04/06/2019,,2019-01-29T00:00:00,50.0
F323289C,,,2019-08-21T00:00:00,90.0
F336DEE2,,,2019-08-21T00:00:00,120.0
F33EDA94,21/05/2019,,2018-12-10T00:00:00,70.0
F349C966,,,2019-08-16T00:00:00,55.0
F35A565F,,,2018-12-07T00:00:00,90.0
F3E49A8C,,,2019-08-21T00:00:00,25.0
F44A22D3,,,2019-04-18T00:00:00,60.0
F4837CC5,,,2019-08-21T00:00:00,150.0
F5266842,18/04/2019,,2018-12-07T00:00:00,20.0
F5AAABAF,,,2019-05-23T00:00:00,80.0
F5B6A98B,,,2019-06-19T00:00:00,120.0
F5B73735,21/06/2019,,2018-12-12T00:00:00,180.0
F5C4FEC9,,,2019-05-13T00:00:00,50.0
F6A39A7A,18/04/2019,,2019-01-29T00:00:00,30.0
F6A48B69,06/08/2019,,2019-01-21T00:00:00,350.0
F6D69A29,,,2019-02-28T00:00:00,60.0
F737CC5B,24/07/2019,,2019-07-04T00:00:00,50.0
F7E7798B,,,2019-01-31T00:00:00,100.0
F7EA963B,,,2019-07-02T00:00:00,240.0
F7EDB6C5,,,2019-08-19T00:00:00,32.0
F838AA96,,,2019-08-19T00:00:00,35.0
F889A4F9,28/02/2019,,2018-12-17T00:00:00,50.0
F8DA57C7,,,2019-05-07T00:00:00,100.0
F8DBEC9C,,,2019-07-19T00:00:00,60.0
F953A953,,,2019-07-30T00:00:00,35.0
F962ACAC,,,2018-12-11T00:00:00,90.0
F962C973,,,2019-07-04T00:00:00,70.0
F98CC7CC,,,2019-02-21T00:00:00,100.0
F9DCCCE9,,,2019-06-17T00:00:00,80.0
F9E7CA5B,,,2019-08-14T00:00:00,800.0
FA32CD22,,,2019-06-12T00:00:00,116.0
FA5C2D46,21/08/2019,,2019-02-18T00:00:00,150.0
FA5E265B,,,2019-03-19T00:00:00,90.0
FADD68AC,,,2019-01-17T00:00:00,60.0
FAFFA5CB,,,2019-04-12T00:00:00,90.0
FB2CC4DF,,,2019-08-19T00:00:00,35.0
FB7CA94A,,,2018-12-19T00:00:00,300.0
FC3AF58D,,,2019-08-02T00:00:00,158.0
FC63C67D,28/06/2019,,2019-06-21T00:00:00,50.0
FC643EFA,09/05/2019,,2019-02-07T00:00:00,130.0
FC6DE6DA,16/07/2019,,2019-02-12T00:00:00,200.0
FC6EE4AA,,,2019-08-21T00:00:00,20.0
FCBCC8CA,,,2019-08-16T00:00:00,80.0
FCCE8FAF,,,2019-05-21T00:00:00,50.0
FCDA59DA,,,2019-08-19T00:00:00,250.0
FCE28DF4,11/06/2019,,2019-02-21T00:00:00,60.0
FCFAF243,21/06/2019,,2018-12-14T00:00:00,150.0
FD7DA299,,,2019-08-29T00:00:00,50.0
FDB5368A,,,2019-07-04T00:00:00,150.0
FDB68BFB,,,2019-08-21T00:00:00,150.0
FE2B4A3C,,,2019-02-07T00:00:00,50.0
FE4B4D86,,,2019-06-19T00:00:00,60.0
FEA4A9CF,,,2019-04-15T00:00:00,400.0
FEA8CA8A,,,2019-07-01T00:00:00,200.0
FEAC7BCE,21/05/2019,,2019-03-20T00:00:00,70.0
FEAD27FC,18/07/2019,,2019-02-14T00:00:00,390.0
FEDAA4FA,,,2019-03-20T00:00:00,200.0
FF2AFF9B,,,2019-08-12T00:00:00,250.0
FF2EC2EC,26/02/2019,,2018-12-20T00:00:00,100.0
FF6CEC93,,,2019-07-08T00:00:00,90.0
FF7F9C4B,13/03/2019,,2018-12-05T00:00:00,120.0
FFC79886,,,2019-08-21T00:00:00,100.0
FFCDBBAE,,,2019-08-05T00:00:00,150.0
FFD66F26,18/04/2019,,2018-12-18T00:00:00,50.0
FFE5ECCB,02/09/2019,,2018-12-13T00:00:00,130.0
FFECA53A,,,2019-05-16T00:00:00,100.0
